SKU;ProductTitleFR;ProductTitleEN;ProductDescriptionFR;ProductDescriptionEN;upc;RegularPrice;Inventory;weight;length;width;height;ImageUrl;ProductCategory;AssociatedSkus
"JV600C30";"Aspirateur central Johnny Vac - JV600C30 - silencieux - compact - 600 watts-air - capacitÃ© de 3 gal (12 L) - support mural - sac HEPA - filtre mousse - boyau de 30' (9 m) - kit d'accessoires";"Central Vacuum Johnny Vac - JV600C30 - Silent - Compact - 600 Airwatts - 3 gal (12 L) Tank Capacity - Wall Mount Bracket - HEPA Bag - Foam Filter - 30' (9 m) Hose - Accessories Kit";"<p>Offrant une puissance de 600 Airwatts, un voltage de 120V et un niveau de bruit de 62 dB, Johnny Vac combine puissance, efficacitÃ© et tranquillitÃ© pour vous prÃ©senter un aspirateur central de haute qualitÃ©.</p><p></p><p>ConÃ§u et fabriquÃ© au Canada, cet ensemble est spÃ©cifiquement conÃ§u pour les condominiums, les appartements ou les surfaces allant jusqu'Ã  6000 pieds carrÃ©s.</p><a href=""#data""> CONSULTER LES SPÃCIFICATIONS TECHNIQUES </a> <a href=""https://www.johnnyvacstock.com/product_pdf/JV600LSETYJV700LS-ManualJohnnyVac.pdf"" target=""_blank""> TÃLÃCHARGER LE GUIDE D'UTILISATEUR </a> <img src=""https://www.johnnyvac.com/img/cms/JV600C30_1.jpg"" alt="""" /> <img src=""https://www.johnnyvac.com/img/cms/KIT30BK_black.jpg"" alt="""" /><h2>Inclus</h2><ul><li>Boyau noir de 30' (15 m)</li><li>Manchon tÃ©lescopique en mÃ©tal d'une longueur de 95,3 cm (37,5"") avec protection du pouce</li><li>Brosse Ã  plancher d'une largeur de nettoyage de 25,4 cm (10"")</li><li>Brosse Ã  Ã©pousseter</li><li>Brosse pour meubles</li><li>Outil de coins</li><li>Support de boyau en mÃ©tal</li><li>Filtre en mousse - pour amÃ©liorer la qualitÃ© de l'air (FILUX 2)</li><li>CÃ¢ble d'alimentation de 6' (1.82 m)</li><li>Support mural pour installation</li><li>10 ans de garantie pour la centrale - usage rÃ©sidentiel seulement, 3 ans sur les accessoires - usage rÃ©sidentiel seulement</li></ul><h2>CaractÃ©ristiques</h2><ul style=""list-style-type:disc;""><li>IdÃ©al pour les surfaces allant jusqu'Ã  6000 pieds carrÃ©s</li><li>Format compact, parfait pour tous les espaces</li><li>Niveau de bruit faible de 62 dB</li><li>Type de sac : HEPA (441H)</li><li>RÃ©servoir en mÃ©tal</li></ul><img src=""https://www.johnnyvac.com/img/cms/JV600C_1.jpg"" alt="""" /> JV600C30<h2>Nos sacs compatibles avec cet aspirateur central</h2>JV600C30<h2>PiÃ¨ces de rechange pour l'aspirateur JV600C30</h2>";"<p>Designed and manufactured in Canada, this unit is specifically designed for condominiums, apartments or areas up to 6000 square feet.</p><p></p><p>With a power of 600 Airwatts, a voltage of 120V and a noise level of 62 dB, Johnny Vac combines power, efficiency and quietness to present you with a high-quality central vacuum.</p><a href=""#data""> SEE THE TECHNICAL DATA </a> <a href=""https://www.johnnyvacstock.com/product_pdf/JV600LSETYJV700LS-ManualJohnnyVac.pdf"" target=""_blank""> DOWNLOAD THE USER GUIDE </a> <img src=""https://www.johnnyvac.com/img/cms/JV600C30_1.jpg"" alt="""" /> <img src=""https://www.johnnyvac.com/img/cms/KIT30BK_black.jpg"" alt="""" /><h2>Includes</h2><ul><li>30' Black Hose (15 m)</li><li>Telescopic Wand with a Length of 37,5'' (95,3 cm)</li><li>Floor Brush with a Cleaning Width of 10"" (25,4 cm)</li><li>Dusting Brush</li><li>Upholstery Brush</li><li>Crevice Tool</li><li>Metal Hose Rack</li><li>Foam Filter - to Improve Air Quality (FILUX 2 )</li><li>6' (1.82 m) Power Cable</li><li>Wall Bracket for Installation</li><li>10 year warranty on the central unit - residential use only, 3 years on accessories - residential use only</li></ul><h2>Features</h2><ul style=""list-style-type:disc;""><li>Ideal for areas up to 6000 square feet</li><li>Compact size, perfect for any space</li><li>Low noise level of 62 dB</li><li>Bag type: HEPA (441H)</li><li>Metal Tank</li></ul><img src=""https://www.johnnyvac.com/img/cms/JV600C_1.jpg"" alt="""" /> JV600C30<h2>Our bags compatible with this Central Vacuum</h2>JV600C30<h2>Replacement parts for the JV600C30 vacuum cleaner</h2>";"628383643791";"549.000000";"3";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV600C30.jpg";"Central Vacuums";""
"JV600LS";"**SUB JV650LS* Aspirateur central Johnny Vac -  JV600LS - silencieux - 600 watts-air - capacitÃ© du rÃ©servoir  5 gal (19 L) - Support mural -  filtre Microtex - sac HEPA";"**SUB JV650LS*Central Vacuum Johnny Vac - JV600LS - Silent - 600 Airwatts - 5 gal (19 L) Tank Capacity - Wall Mount Bracket - Microtex Filter - HEPA Bag";"<p>Construit et conÃ§u au Canada, l'aspirateur JV600LS de Johnny Vac est idÃ©al pour les habitations de moins de 6,000 pieds carrÃ©s. Un filtre Microtex et des sacs HEPA sont fournis avec cette machine. L'isolation interne permet un fonctionnement silencieux, le niveau de bruit Ã©tant de 68 dB. Cette machine peut Ãªtre utilisÃ©e avec ou sans sac. La cuve inversÃ©e fait en sorte que le remplacement du sac se fait facilement. Aussi avec la succion inversÃ©e la poussiÃ¨re se comptacte mieux Ã  l'intÃ©rieur du sac.</p><hr /><h4>CaractÃ©ristiques</h4><ul><li>600 watts-air</li><li>Pour surface de 6,000 pieds carrÃ©s ou moins</li><li>Filtration Microtex</li><li>Niveau de bruit de 68 dB</li><li>Garantie de 10 ans, usage rÃ©sidentiel seulement</li><li>Moteur Thru-Flow</li><li>RÃ©servoir en mÃ©tal</li></ul><hr /><h4>Inclus</h4><ul><li>Filtre Microtex</li><li>Support mural pour l'installation</li><li>CÃ¢ble d'alimentation de 6' (1.82 m)</li></ul><hr /><h4>Document associÃ©</h4><ul style=""list-style-type:none;""><li><a href=""http://www.johnnyvacstock.com/product_pdf/JV600LSETYJV700LS-ManualJohnnyVac.pdf""><i class=""fa fa-file-pdf-o"" style=""color:#ff0000;font-size:24px;margin-right:7px;""></i> Guide de l'utilisateur </a></li></ul><hr /><h4>CaractÃ©ristiques techniques</h4><table class=""table table-striped""><thead><tr><th width=""25%"">Titre</th><th width=""75%"">Description</th></tr></thead><tbody><tr><td>Watts-air</td><td>600</td></tr><tr><td>AmpÃ©rage</td><td>13 A</td></tr><tr><td>CapacitÃ© du rÃ©servoir</td><td>5 gal (19 L)</td></tr><tr><td>CFM</td><td>127</td></tr><tr><td>Aspiration scellÃ©e (LevÃ©e d'eau)</td><td>141""</td></tr><tr><td>Dimensions (hauteur / diamÃ¨tre)</td><td>39"" (99 cm) / 12"" (30,5 cm)</td></tr><tr><td>Type de filtration</td><td>Microtex</td></tr><tr><td>Type de sac</td><td>HEPA (440H)</td></tr><tr><td>Moteurs</td><td>Thru-Flow, 2 ventilateurs</td></tr><tr><td>Niveau de bruit</td><td>68 dB</td></tr><tr><td>Voltage</td><td>120 V</td></tr><tr><td>Garantie</td><td>10 ans, usage rÃ©sidentiel seulement</td></tr></tbody></table>";"<p>Built and designed in Canada, the Johnny Vac JV600LS is perfect for house up to 6,000 square feets. A Microtex filter and HEPA bags are provided with this machine. Soundproofing provides a quiet operation, the noise level is only 68 dB. This device can be used with or without bag. The reversed tank ensures that the bag replacement is easy. Also with reversed succion the dust is better compacted inside the bag.</p><hr /><h4>Features</h4><ul><li>600 Airwatts</li><li>For Surface Up to 6,000 square feet</li><li>Microtex Filter</li><li>Noise Level 68 dB</li><li>10-Year Warranty - Residential Use Only</li><li>True-Flow Motor</li><li>Metal Tank</li></ul><hr /><h4>Includes</h4><ul><li>Microtex Filter</li><li>Wall Mount Bracket Hanger</li><li>6' (1.82 m) Power Cord</li></ul><hr /><h4>Associated Document</h4><ul style=""list-style-type:none;""><li><a href=""http://www.johnnyvacstock.com/product_pdf/JV600LSETYJV700LS-ManualJohnnyVac.pdf""><i class=""fa fa-file-pdf-o"" style=""color:#ff0000;font-size:24px;margin-right:7px;""></i> User Guide </a></li></ul><hr /><h4>Technical Features</h4><table class=""table table-striped""><thead><tr><th width=""25%"">Title</th><th width=""75%"">Description</th></tr></thead><tbody><tr><td>Airwatts</td><td>600</td></tr><tr><td>Amperage</td><td>13 A</td></tr><tr><td>Tank Capacity</td><td>5 gal (19 L)</td></tr><tr><td>CFM</td><td>127</td></tr><tr><td>Sealed Suction (Water Lift)</td><td>141""</td></tr><tr><td>Dimensions (Height / Diameter)</td><td>39"" (99 cm) / 12"" (30.5 cm)</td></tr><tr><td>Filtration Type</td><td>Microtex</td></tr><tr><td>Bag Type</td><td>HEPA (440H)</td></tr><tr><td>Motor</td><td>Thru-Flow 2 Fans</td></tr><tr><td>Noise Level</td><td>68 dB</td></tr><tr><td>Voltage</td><td>120 V</td></tr><tr><td>Warranty</td><td>10 Years, Residential Use Only</td></tr></tbody></table>";"";"579.000000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV600LS.jpg";"Central Vacuums";"440H,SWC33,JV060043,FI-100-C"
"JV600LS";"**SUB JV650LS* Aspirateur central Johnny Vac -  JV600LS - silencieux - 600 watts-air - capacitÃ© du rÃ©servoir  5 gal (19 L) - Support mural -  filtre Microtex - sac HEPA";"**SUB JV650LS*Central Vacuum Johnny Vac - JV600LS - Silent - 600 Airwatts - 5 gal (19 L) Tank Capacity - Wall Mount Bracket - Microtex Filter - HEPA Bag";"<p>Construit et conÃ§u au Canada, l'aspirateur JV600LS de Johnny Vac est idÃ©al pour les habitations de moins de 6,000 pieds carrÃ©s. Un filtre Microtex et des sacs HEPA sont fournis avec cette machine. L'isolation interne permet un fonctionnement silencieux, le niveau de bruit Ã©tant de 68 dB. Cette machine peut Ãªtre utilisÃ©e avec ou sans sac. La cuve inversÃ©e fait en sorte que le remplacement du sac se fait facilement. Aussi avec la succion inversÃ©e la poussiÃ¨re se comptacte mieux Ã  l'intÃ©rieur du sac.</p><hr /><h4>CaractÃ©ristiques</h4><ul><li>600 watts-air</li><li>Pour surface de 6,000 pieds carrÃ©s ou moins</li><li>Filtration Microtex</li><li>Niveau de bruit de 68 dB</li><li>Garantie de 10 ans, usage rÃ©sidentiel seulement</li><li>Moteur Thru-Flow</li><li>RÃ©servoir en mÃ©tal</li></ul><hr /><h4>Inclus</h4><ul><li>Filtre Microtex</li><li>Support mural pour l'installation</li><li>CÃ¢ble d'alimentation de 6' (1.82 m)</li></ul><hr /><h4>Document associÃ©</h4><ul style=""list-style-type:none;""><li><a href=""http://www.johnnyvacstock.com/product_pdf/JV600LSETYJV700LS-ManualJohnnyVac.pdf""><i class=""fa fa-file-pdf-o"" style=""color:#ff0000;font-size:24px;margin-right:7px;""></i> Guide de l'utilisateur </a></li></ul><hr /><h4>CaractÃ©ristiques techniques</h4><table class=""table table-striped""><thead><tr><th width=""25%"">Titre</th><th width=""75%"">Description</th></tr></thead><tbody><tr><td>Watts-air</td><td>600</td></tr><tr><td>AmpÃ©rage</td><td>13 A</td></tr><tr><td>CapacitÃ© du rÃ©servoir</td><td>5 gal (19 L)</td></tr><tr><td>CFM</td><td>127</td></tr><tr><td>Aspiration scellÃ©e (LevÃ©e d'eau)</td><td>141""</td></tr><tr><td>Dimensions (hauteur / diamÃ¨tre)</td><td>39"" (99 cm) / 12"" (30,5 cm)</td></tr><tr><td>Type de filtration</td><td>Microtex</td></tr><tr><td>Type de sac</td><td>HEPA (440H)</td></tr><tr><td>Moteurs</td><td>Thru-Flow, 2 ventilateurs</td></tr><tr><td>Niveau de bruit</td><td>68 dB</td></tr><tr><td>Voltage</td><td>120 V</td></tr><tr><td>Garantie</td><td>10 ans, usage rÃ©sidentiel seulement</td></tr></tbody></table>";"<p>Built and designed in Canada, the Johnny Vac JV600LS is perfect for house up to 6,000 square feets. A Microtex filter and HEPA bags are provided with this machine. Soundproofing provides a quiet operation, the noise level is only 68 dB. This device can be used with or without bag. The reversed tank ensures that the bag replacement is easy. Also with reversed succion the dust is better compacted inside the bag.</p><hr /><h4>Features</h4><ul><li>600 Airwatts</li><li>For Surface Up to 6,000 square feet</li><li>Microtex Filter</li><li>Noise Level 68 dB</li><li>10-Year Warranty - Residential Use Only</li><li>True-Flow Motor</li><li>Metal Tank</li></ul><hr /><h4>Includes</h4><ul><li>Microtex Filter</li><li>Wall Mount Bracket Hanger</li><li>6' (1.82 m) Power Cord</li></ul><hr /><h4>Associated Document</h4><ul style=""list-style-type:none;""><li><a href=""http://www.johnnyvacstock.com/product_pdf/JV600LSETYJV700LS-ManualJohnnyVac.pdf""><i class=""fa fa-file-pdf-o"" style=""color:#ff0000;font-size:24px;margin-right:7px;""></i> User Guide </a></li></ul><hr /><h4>Technical Features</h4><table class=""table table-striped""><thead><tr><th width=""25%"">Title</th><th width=""75%"">Description</th></tr></thead><tbody><tr><td>Airwatts</td><td>600</td></tr><tr><td>Amperage</td><td>13 A</td></tr><tr><td>Tank Capacity</td><td>5 gal (19 L)</td></tr><tr><td>CFM</td><td>127</td></tr><tr><td>Sealed Suction (Water Lift)</td><td>141""</td></tr><tr><td>Dimensions (Height / Diameter)</td><td>39"" (99 cm) / 12"" (30.5 cm)</td></tr><tr><td>Filtration Type</td><td>Microtex</td></tr><tr><td>Bag Type</td><td>HEPA (440H)</td></tr><tr><td>Motor</td><td>Thru-Flow 2 Fans</td></tr><tr><td>Noise Level</td><td>68 dB</td></tr><tr><td>Voltage</td><td>120 V</td></tr><tr><td>Warranty</td><td>10 Years, Residential Use Only</td></tr></tbody></table>";"";"579.000000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV600LS.jpg";"Central Vacuums";"440H,SWC33,JV060043,FI-100-C"
"JV6010311";"BOYAU DE VIDANGE SEUL - JOHNNY VAC JV400D";"DRAIN HOSE (ONLY) - JOHNNY VAC JV400D";"";"";"";"89.950000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6010311.jpg";"All Parts";""
"JV6010990";"Bouchon du boyau de drainage (seul) - Johnny Vac JV6010990";"Drain Hose Cap (Only) - Johnny Vac JV6010900";"";"";"";"32.660000";"12";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6010990.jpg";"All Parts";""
"JV6030";"ROUE PIVOTANTE - JOHNNY VAC JV80";"SWIVEL WHEEL - JOHNNY VAC JV80";"";"";"";"3.990000";"4";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6030.jpg";"All Parts";""
"JV6042";"SUPPORT ROUE - JOHNNY VAC JV80/ YES";"WHEEL SUPPORT - JOHNNY VAC JV80/ YES";"";"";"";"3.780000";"11";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6042.jpg";"All Parts";""
"JV6043";"CORPS DE LA ROUE - JOHNNY VAC JV80/ LEO";"WHEEL BODY - JOHNNY VAC JV80/ LEO";"";"";"";"7.150000";"10";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6043.jpg";"All Parts";""
"JV6044";"COUVERCLE DE ROUE - JOHNNY VAC JV80/ LEO";"WHEEL COVER - JOHNNY VAC JV80/ LEO";"";"";"";"2.710000";"9";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6044.jpg";"All Parts";""
"JV6045";"BASE - JOHNNY VAC JV80";"BASE - JOHNNY VAC JV80";"";"";"";"28.490000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6045.jpg";"All Parts";""
"JV6055000";"CAGE DE FLOTTEUR COMPLÃTE - JOHNNY VAC JV400";"FLOAT CAGE ASSEMBLY - JOHNNY VAC JV400";"";"";"";"109.990000";"62";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6055000.jpg";"All Parts";"JV400,JV400D,JV58,JV59P"
"JV6070AUPS";"COUVERCLE - JOHNNY VAC JV403";"COVER - JOHNNY VAC JV403";"";"";"";"59.950000";"2";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6070AUPS.jpg";"All Parts";""
"JV6075";"CONNECTEUR DU BOYAU DE SOLUTION CÃTÃ MACHINE - JOHNNY VAC JVM15";"MACHINE END SOLUTION HOSE CONNECTOR - JOHNNY VAC JVM15";"";"";"";"11.490000";"1";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6075.jpg";"All Parts";""
"JV6078";"CONNECTEUR DU BOYAU DE SOLUTION CÃTÃ POIGNÃE - JOHNNY VAC JVM15";"HANDLE END SOLUTION HOSE CONNECTOR - JOHNNY VAC JVM15";"";"";"";"11.330000";"2";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6078.jpg";"All Parts";""
"JV6097AU";"POIGNÃE COUVERCLE - JOHNNY VAC JV420";"COVER HANDLE - JOHNNY VAC JV420";"";"";"";"6.790000";"6";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6097AU.jpg";"All Parts";""
"JV6098";"COUVERCLE - JOHNNY VAC JV420";"COVER - JOHNNY VAC JV420";"";"";"";"32.950000";"7";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6098.jpg";"All Parts";""
"JV6100005";"CLENCHE MÃTALLIQUE POUR CUVE - JOHNNY VAC JV59P";"METAL LATCH FOR TANK - JOHNNY VAC JV59P";"";"";"";"29.950000";"3";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6100005.jpg";"All Parts";""
"JV6100008";"CLENCHE - JOHNNY VAC JV5/ JVT1";"LATCH - JOHNNY VAC JV5/ JVT1";"";"";"";"14.950000";"11";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6100008.jpg";"All Parts";""
"JV6100014";"Clenche de remplacement pour les aspirateurs Johnny Vac  JV400/ JV10/ JV27/ JV58";"Replacement Latch for Johnny Vac Vacuum JV400/ JV10/ JV27/ JV58";"";"";"";"27.950000";"53";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6100014.jpg";"All Parts";""
"JV6100500";"COUDE 40 MM (SEUL) - JOHNNY VAC";"40 MM ELBOW ((ONLY)) - JOHNNY VAC";"";"";"";"21.950000";"2";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6100500.jpg";"All Parts";""
"JV6101100";"FLOTTEUR - JOHNNY VAC";"FLOAT - JOHNNY VAC";"";"";"";"22.000000";"33";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6101100.jpg";"All Parts";""
"JV6103054";"Racloir complet - 23Â½'' - Johnny Vac JV58";"23Â½'' Squeegee Assembly - Johnny Vac JV58";"";"";"";"258.850000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6103054.jpg";"All Parts";""
"JV6103058";"Racloir fixe complet pour aspirateur commercial sec et humide JV400";"Complete Fixed Scraper for Commercial Wet and Dry Vacuum Cleaner JV400";"";"";"";"369.000000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6103058.jpg";"All Parts";""
"JV6112";"TÃTE COMPLÃTE 2 MOTEURS - JOHNNY VAC JV420";"2 MOTORS HEAD ASSEMBLY - JOHNNY VAC JV420";"";"";"";"849.000000";"37";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6112.jpg";"All Parts";""
"JV6113";"TÃªte complÃ¨te pour aspirateur commercial sec et humide 3 moteurs JV45G-T";"Motor Head for Commercial Wet and Dry Vacuum 3 motors JV45G-T";"";"";"628383169727";"1399.000000";"37";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6113.jpg";"All Parts";""
"JV6142";"FILTRE INTÃRIEUR - JOHNNY VAC JV90W";"INNER FILTER - JOHNNY VAC JV90W";"";"";"";"1.480000";"27";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6142.jpg";"All Parts";""
"JV6158";"POIGNÃE DE BOYAU - JOHNNY VAC JV125/ JV135/ JV101/ JV115JVM15";"HOSE HANDLE-JOHNNYVAC JV125/JV135/JV101/JV115/JVM15";"";"";"";"14.950000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6158.jpg";"All Parts";"JV115,JV125,TUJV101"
"JV6160";"VALVE ET GACHETTE - JOHNNY VAC JVM15";"TRIGGER AND VALVE - JOHNNY VAC JVM15";"";"";"";"44.950000";"1";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6160.jpg";"All Parts";""
"JV6174";"Outil pour les meubles et le capitonnage  - Johnny Vac JVM15";"Tool for furniture and upholstery - Johnny Vac JVM15";"";"";"";"119.000000";"3";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6174.jpg";"All Parts";""
"JV6179";"ENSEMBLE DE MANCHONS COMPLETS ET BOYAU Ã SOLUTION - JOHNNY VAC JVM15";"WANDS ASSEMBLY & SOLUTION HOSE KIT - JOHNNY VAC JVM15";"";"";"";"299.000000";"1";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6179.jpg";"All Parts";""
"JV6199";"DÃFLECTEUR COMPLET - JOHNNY VAC JV90W";"DEFLECTOR ASSEMBLY - JOHNNY VAC JV90W";"";"";"";"7.470000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6199.jpg";"All Parts";""
"JV6200150";"DÃFLECTEUR SEC ET HUMIDE - GHIBLI/ JOHNNY VAC";"WET & DRY DEFLECTOR - GHIBLI/ JOHNNY VAC";"";"";"";"53.200000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6200150.jpg";"All Parts";""
"JV6235";"RÃGULATEUR THERMAL FLOMIX - JOHNNY VAC";"FLOMIX THERMO REGULATOR - JOHNNY VAC";"";"";"";"14.000000";"1";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6235.jpg";"All Parts";""
"JV6278";"SUPPORT FILTRE - JOHNNY VAC JV90W";"FILTER SUPPORT - JOHNNY VAC JV90W";"";"";"";"3.640000";"5";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6278.jpg";"All Parts";""
"JV6278A";"Support du filtre et anneau pour aspirateur commercial Johnny Vac modÃ¨le JV304 et JV90W";"Filter Support and Ring for Johnny Vac Commercial Vacuum Models JV304 et JV90W";"";"";"";"6.000000";"1";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6278A.jpg";"All Parts";""
"JV6290";"DÃFLECTEUR D'EAU - JOHNNY VAC JV90W";"WATER DEFLECTOR - JOHNNY VAC JV90W";"";"";"";"9.330000";"3";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6290.jpg";"All Parts";""
"JV6360";"POIGNÃE DE CUVE - JOHNNY VAC JV315PS";"TANK HANDLE - JOHNNY VAC JV315PS";"";"";"";"3.620000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6360.jpg";"All Parts";""
"JV6363";"ESPACEUR - JOHNNY VAC JV555";"SPACER - JOHNNY VAC JV555";"";"";"";"9.540000";"3";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6363.jpg";"All Parts";""
"JV6383";"COUDE DE BROSSE 38 MM - JOHNNY VAC";"38 MM BRUSH ELBOW - JOHNNY VAC";"";"";"";"6.780000";"2";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6383.jpg";"All Parts";""
"JV6483010";"CUVE - JOHNNY VAC JV59P";"TANK - JOHNNY VAC JV59P";"";"";"";"119.000000";"4";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6483010.jpg";"All Parts";""
"JV6497";"CUVE - JOHNNY VAC JV90W";"TANK - JOHNNY VAC JV90W";"";"";"";"130.860000";"15";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6497.jpg";"All Parts";""
"JV6500010";"SUPPORT DE BARRURE - JOHNNY VAC JV58P";"LOCK HANDLE SUPPORT - JOHNNY VAC JV58P";"";"";"";"12.950000";"1";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6500010.jpg";"All Parts";""
"JV6501040";"CUVE - JOHNNY VAC JV58P";"TANK - JOHNNY VAC JV58P";"";"";"";"239.000000";"1";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV6501040.jpg";"All Parts";""
"JV650C";"Aspirateur central Johnny Vac - silencieux - 650 watts-air - capacitÃ© du rÃ©servoir 5 gal (19 L) - Support mural -  filtre Microtex - sac HEPA";"Central Vacuum Johnny Vac - Silent - 650 Airwatts - 5 gal (19 L) Tank Capacity - Wall Mount Bracket - Microtex Filter - HEPA Bag";"<p>Construit et conÃ§u au Canada, l'aspirateur JV650C de Johnny Vac est idÃ©al pour les habitations de moins de 6,000 pieds carrÃ©s. Son format compact le rend parfait pour les appartements et condominiums.</p><p>L'isolation interne permet un fonctionnement silencieux, le niveau de bruit Ã©tant de 56Â dB.</p><p>La cuve inversÃ©e fait en sorte que le remplacement du sac se fait facilement. GrÃ¢ce Ã  ses paramÃ¨tres de succion inversÃ©e, la poussiÃ¨re se compacte mieux Ã  l'intÃ©rieur du sac.</p><a href=""http://www.johnnyvacstock.com/product_pdf/JV650C_manual.pdf"" target=""_blank""> MANUEL UTILISATEUR </a><h2>Inclus</h2><p>Un filtre mousse et des sacs HEPA sont fournis avec cette machine.Â </p><p></p><ul style=""list-style-type:disc;""><li>Support mural pour l'installation</li><li>CÃ¢ble d'alimentation de 6' (1.82 m)</li></ul><h2>CaractÃ©ristiques</h2><ul style=""list-style-type:disc;""><li>650 watts-air</li><li>Pour surface de 6,000 pieds carrÃ©s ou moins</li><li>Niveau de bruit de 56Â dB</li><li>Garantie de 10 ans (pour usage rÃ©sidentiel seulement)</li></ul><img src=""https://www.johnnyvac.com/img/cms/JV7650C_top.jpg"" alt="""" />";"<p>Built and designed in Canada, the Johnny Vac JV650C is perfect for houses up to 6,000 square feet. Its compact size makes it perfect for apartments and condominiums.</p><p>Soundproofing provides a quiet operation, the noise level is only 56Â dB.</p><p>The reversed tank ensures that the bag replacement is easy. Thanks to its reverse suction settings, the dust is better compacted inside the bag.</p><a href=""http://www.johnnyvacstock.com/product_pdf/JV650C_manual.pdf"" target=""_blank""> USER MANUAL </a><h2>Includes</h2><p>A foam filter and HEPA bags are provided with this machine.Â </p><ul style=""list-style-type:disc;""><li>Wall Mount Bracket Hanger</li><li>6' (1.82 m) Power Cord</li></ul><h2>Features</h2><ul style=""list-style-type:disc;""><li>650 Airwatts</li><li>For Surface Up to 6,000 square feet</li><li>Noise Level 56Â dB</li><li>10-Year Warranty - Residential Use Only</li></ul><img src=""https://www.johnnyvac.com/img/cms/JV7650C_top.jpg"" alt="""" />";"";"579.000000";"33";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/JV650C.jpg";"Central Vacuums";"441H,L122288,SWC901,FIJVDISC,IT600CY"
